TID	CHEMBL_ID	TargetName	Organism
18044	CHEMBL4687	Plasmepsin 1	Plasmodium falciparum
100001	CHEMBL3753	Glutamate receptor ionotropic, AMPA 1	Rattus norvegicus
279	CHEMBL1805	Serotonin 1f (5-HT1f) receptor	Homo sapiens
101130	CHEMBL5260	Serine/threonine-protein kinase TNNI3K	Homo sapiens
12200	CHEMBL3114	Sucrase-isomaltase	Rattus norvegicus
100954	CHEMBL5337	Carbonic anhydrase	Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)
12378	CHEMBL3683	Glutamate receptor ionotropic kainate 2	Homo sapiens
12020	CHEMBL2411	Serotonin 3a (5-HT3a) receptor	Rattus norvegicus
13005	CHEMBL2319	Kallikrein 1	Homo sapiens
10028	CHEMBL4977	Proto-oncogene c-JUN	Homo sapiens
11870	CHEMBL2708	Mitogen-activated protein kinase kinase kinase 11	Homo sapiens
10147	CHEMBL4878	Cytochrome P450 1B1	Homo sapiens
12518	CHEMBL2919	Glutamate receptor ionotropic kainate 1	Rattus norvegicus
10967	CHEMBL4937	Casein kinase I epsilon	Homo sapiens
102457	CHEMBL6180	Envelope glycoprotein gp160	Human immunodeficiency virus type 1 group M subtype B (isolate YU-2)(HIV-1)
20059	CHEMBL5035	Heme oxygenase 1	Rattus norvegicus
10206	CHEMBL2392	DNA polymerase beta	Homo sapiens
222	CHEMBL1904	Glutamate [NMDA] receptor subunit epsilon 2	Homo sapiens
101431	CHEMBL6080	Smoothened homolog	Mus musculus
17106	CHEMBL4105	Serotonin 1d (5-HT1d) receptor	Sus scrofa
101145	CHEMBL5299	Histamine receptor H3	Macaca mulatta
12723	CHEMBL5378	P-selectin	Homo sapiens
17041	CHEMBL3100	Plasma retinol-binding protein	Homo sapiens
12480	CHEMBL3156	Thromboxane A2 receptor	Rattus norvegicus
103702	CHEMBL1293269	NS3	Hepatitis C virus
109943	CHEMBL3638338	Acetyl-coenzyme A transporter 1	Homo sapiens
11231	CHEMBL3593	Lanosterol synthase	Homo sapiens
10607	CHEMBL2397	Acetyl-CoA carboxylase 1	Rattus norvegicus
70	CHEMBL1939	Dihydrofolate reductase	Plasmodium falciparum K1
102698	CHEMBL5879	Hematopoietic prostaglandin D synthase	Homo sapiens
12910	CHEMBL4123	Neurotensin receptor 1	Homo sapiens
105602	CHEMBL2321613	Potassium channel subfamily K member 3	Homo sapiens
106649	CHEMBL2366505	Integrase	Human immunodeficiency virus 1
103722	CHEMBL1293289	Bromodomain-containing protein 2	Homo sapiens
102844	CHEMBL1075293	Epoxide hydrolase 1	Mus musculus
12038	CHEMBL2872	Mitogen-activated protein kinase kinase kinase 9	Homo sapiens
10684	CHEMBL3913	Complement C1s	Homo sapiens
190	CHEMBL1803	Leukocyte adhesion glycoprotein LFA-1 alpha	Homo sapiens
100909	CHEMBL5311	Serine/threonine-protein kinase receptor R3	Homo sapiens
17034	CHEMBL3656	Coagulation factor X	Bos taurus
101324	CHEMBL5776	Mitogen-activated protein kinase kinase kinase 7	Homo sapiens
11260	CHEMBL4652	Somatostatin receptor 1	Rattus norvegicus
101251	CHEMBL4999	Aldo-keto reductase family 1 member C4	Homo sapiens
104123	CHEMBL1764946	Chromobox protein homolog 7	Homo sapiens
101242	CHEMBL5582	Hormone-sensitive lipase	Rattus norvegicus
1	CHEMBL2074	Maltase-glucoamylase	Homo sapiens
10804	CHEMBL2632	HLA class I histocompatibility antigen A-3	Homo sapiens
101119	CHEMBL5221	Nischarin	Rattus norvegicus
100146	CHEMBL5141	Cytochrome P450 26A1	Homo sapiens
11685	CHEMBL2386	Chymotrypsin C	Homo sapiens
11296	CHEMBL4701	Histamine H1 receptor	Rattus norvegicus
10298	CHEMBL3465	Sigma opioid receptor	Mus musculus
12895	CHEMBL5137	Metabotropic glutamate receptor 2	Homo sapiens
10189	CHEMBL2083	Fatty acid binding protein adipocyte	Homo sapiens
11395	CHEMBL290	Phosphodiesterase 3B	Homo sapiens
100075	CHEMBL4267	TGF-beta receptor type II	Homo sapiens
105141	CHEMBL2146313	Heat shock protein Hsp-16.2	Caenorhabditis elegans
105616	CHEMBL2321627	C-C chemokine receptor-like 2	Homo sapiens
101548	CHEMBL5769	Seprase	Mus musculus
103720	CHEMBL1293287	Insulin-degrading enzyme	Homo sapiens
11088	CHEMBL3070	Intercellular adhesion molecule-1	Homo sapiens
84	CHEMBL1822	Inosine-5'-monophosphate dehydrogenase 1	Homo sapiens
12807	CHEMBL329	Type-1A angiotensin II receptor	Rattus norvegicus
100456	CHEMBL4150	Enoyl-acyl-carrier protein reductase	Plasmodium falciparum
20162	CHEMBL5038	Melanin-concentrating hormone receptor 2	Homo sapiens
12448	CHEMBL2717	Phosphodiesterase 11A	Homo sapiens
12411	CHEMBL3455	Anandamide amidohydrolase	Mus musculus
100104	CHEMBL5247	Serine/threonine-protein kinase ILK-1	Homo sapiens
20139	CHEMBL5024	Serine-protein kinase ATR	Homo sapiens
10075	CHEMBL2626	Renal dipeptidase	Sus scrofa
18033	CHEMBL2073	Tyrosine-protein kinase YES	Homo sapiens
12114	CHEMBL3521	Receptor-type tyrosine-protein phosphatase F (LAR)	Homo sapiens
12587	CHEMBL3272	Cathepsin L2	Homo sapiens
10929	CHEMBL2553	Ribosomal protein S6 kinase alpha 1	Homo sapiens
11694	CHEMBL2382	Calpain 2	Homo sapiens
10808	CHEMBL3819	Lysophosphatidic acid receptor Edg-2	Homo sapiens
140	CHEMBL1987	Prostanoid FP receptor	Homo sapiens
12004	CHEMBL2272	Phosphodiesterase 4B	Mus musculus
11113	CHEMBL2231	Cytochrome P450 1A1	Homo sapiens
100063	CHEMBL4188	Rhodesain	Trypanosoma brucei rhodesiense
13	CHEMBL2065	Beta-lactamase TEM	Escherichia coli
17061	CHEMBL3122	Alpha-1b adrenergic receptor	Mesocricetus auratus
10618	CHEMBL2182	Serotonin 1e (5-HT1e) receptor	Homo sapiens
150	CHEMBL1919	Voltage-gated calcium channel alpha2/delta subunit 1	Homo sapiens
10514	CHEMBL3762	Voltage-gated L-type calcium channel alpha-1C subunit	Rattus norvegicus
10250	CHEMBL2428	Myosin light chain kinase, smooth muscle	Homo sapiens
11723	CHEMBL3106	Thymidine phosphorylase	Homo sapiens
100835	CHEMBL4718	MAP kinase-interacting serine/threonine-protein kinase MNK1	Homo sapiens
100155	CHEMBL5028	ADAM10	Homo sapiens
101079	CHEMBL5122	Discoidin domain-containing receptor 2	Homo sapiens
103969	CHEMBL1741173	Glucose-6-phosphate 1-dehydrogenase	Leuconostoc mesenteroides
10964	CHEMBL2461	Prolyl endopeptidase	Sus scrofa
12229	CHEMBL2331	Phenylethanolamine N-methyltransferase	Bos taurus
10728	CHEMBL3252	Beta-1 adrenergic receptor	Rattus norvegicus
10844	CHEMBL2634	Tyrosine-protein kinase CSK	Homo sapiens
63	CHEMBL1806	DNA topoisomerase II alpha	Homo sapiens
11427	CHEMBL3427	Dopamine D2 receptor	Mus musculus
100867	CHEMBL5493	Free fatty acid receptor 2	Homo sapiens
12802	CHEMBL2725	Beta-lactamase	Enterobacter cloacae
20032	CHEMBL3802	Neuropeptide Y receptor type 5	Mus musculus
106600	CHEMBL2366456	Voltage-dependent L-type calcium channel subunit alpha-1C	Cavia porcellus
101333	CHEMBL5785	Interferon-induced, double-stranded RNA-activated protein kinase	Homo sapiens
10407	CHEMBL4472	Trypsin II	Bos taurus
102835	CHEMBL1075284	Diacylglycerol O-acyltransferase 1	Mus musculus
103560	CHEMBL1255149	Lysosomal Pro-X carboxypeptidase	Mus musculus
10985	CHEMBL3636	Neuromedin B receptor	Homo sapiens
11507	CHEMBL3180	Carboxylesterase 2	Homo sapiens
11163	CHEMBL4958	Dynamin-1	Homo sapiens
11684	CHEMBL3923	Nischarin	Homo sapiens
180	CHEMBL1949	Cyclophilin A	Homo sapiens
101395	CHEMBL5966	IgG receptor FcRn large subunit p51	Homo sapiens
105247	CHEMBL2169736	Tyrosyl-DNA phosphodiesterase 2	Homo sapiens
38	CHEMBL1968	Epoxide hydrolase 1	Homo sapiens
106661	CHEMBL2366517	Protease	Human immunodeficiency virus 1
10501	CHEMBL3037	Cannabinoid CB1 receptor	Mus musculus
103622	CHEMBL1287620	Fructose-bisphosphate aldolase	Mycobacterium tuberculosis
10323	CHEMBL3419	Carboxypeptidase B2 isoform A	Homo sapiens
100862	CHEMBL5413	Metastin receptor	Homo sapiens
10040	CHEMBL2157	Interleukin-8	Homo sapiens
11488	CHEMBL4234	Estradiol 17-beta-dehydrogenase 3	Homo sapiens
100009	CHEMBL4408	Phosphodiesterase 8B	Homo sapiens
11452	CHEMBL2569	Microsomal triglyceride transfer protein large subunit	Homo sapiens
103958	CHEMBL1741162	Phosphomannomutase 2	Homo sapiens
169	CHEMBL1940	Voltage-gated L-type calcium channel alpha-1C subunit	Homo sapiens
10911	CHEMBL4617	Phenylethanolamine N-methyltransferase	Homo sapiens
10474	CHEMBL2108	Cyclin T1	Homo sapiens
105565	CHEMBL2304402	Phosphodiesterase 5A	Canis lupus famiaris
104382	CHEMBL1921666	DNA gyrase subunit B	Staphylococcus aureus
100622	CHEMBL4660	Lymphocyte differentiation antigen CD38	Homo sapiens
20075	CHEMBL4358	Arachidonate 15-lipoxygenase	Oryctolagus cuniculus
10320	CHEMBL2474	Methionine aminopeptidase 1	Homo sapiens
11827	CHEMBL3735	Vascular cell adhesion protein 1	Homo sapiens
11882	CHEMBL4394	Sphingosine kinase 1	Homo sapiens
100436	CHEMBL4596	C-C chemokine receptor type 8	Homo sapiens
10309	CHEMBL4828	Synaptic vesicular amine transporter	Rattus norvegicus
104181	CHEMBL1795101	Peptide deformylase	Escherichia coli
11239	CHEMBL2693	Cystinyl aminopeptidase	Homo sapiens
30047	CHEMBL4527	TRAF2- and NCK-interacting kinase	Homo sapiens
179	CHEMBL1798	Cysteinyl leukotriene receptor 1	Homo sapiens
100325	CHEMBL4261	Hypoxia-inducible factor 1 alpha	Homo sapiens
100000	CHEMBL401	Glutamate [NMDA] receptor subunit epsilon 3	Rattus norvegicus
12708	CHEMBL4077	Melanocortin receptor 1	Mus musculus
103997	CHEMBL1741201	Hexokinase	Trypanosoma brucei brucei (strain 927/4 GUTat10.1)
101462	CHEMBL6164	Tankyrase-1	Homo sapiens
100790	CHEMBL4376	Dual-specificity tyrosine-phosphorylation regulated kinase 2	Homo sapiens
11094	CHEMBL4028	Thromboxane-A synthase	Rattus norvegicus
10903	CHEMBL3863	Protein kinase C mu	Homo sapiens
100036	CHEMBL5457	Dihydrofolate reductase	Mycobacterium avium
12795	CHEMBL2664	Adenosylhomocysteinase	Homo sapiens
101213	CHEMBL5485	D-amino-acid oxidase	Homo sapiens
102564	CHEMBL1075051	Dihydrofolate reductase	Bos taurus
107671	CHEMBL2439944	2-acylglycerol O-acyltransferase 2	Homo sapiens
10450	CHEMBL3771	Human herpes virus 5 capsid protein P40	Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5)
101600	CHEMBL5905	Aldo-keto reductase family 1 member C1	Homo sapiens
11797	CHEMBL4145	Histone deacetylase 9	Homo sapiens
20085	CHEMBL4729	Cytochrome P450 2B6	Homo sapiens
11180	CHEMBL2047	Bile acid receptor FXR	Homo sapiens
12449	CHEMBL3067	Metabotropic glutamate receptor 3	Rattus norvegicus
11520	CHEMBL3166	Protein-tyrosine phosphatase 1C	Homo sapiens
10116	CHEMBL2882	Histamine H2 receptor	Cavia porcellus
100594	CHEMBL3691	Autotaxin	Homo sapiens
20143	CHEMBL3437	Amine oxidase, copper containing	Homo sapiens
11517	CHEMBL3890	Selectin E	Homo sapiens
20042	CHEMBL5328	Thymidylate synthase	Lactobacillus casei
12971	CHEMBL4430	Cytochrome P450 17A1	Rattus norvegicus
10575	CHEMBL2649	Cyclooxygenase-1	Mus musculus
10094	CHEMBL2329	Dihydrofolate reductase	Candida albicans
104329	CHEMBL1909484	Sentrin-specific protease 1	Homo sapiens
12673	CHEMBL4140	Epoxide hydratase	Mus musculus
11119	CHEMBL4653	Dipeptidyl peptidase IV	Rattus norvegicus
12923	CHEMBL3912	Carbonic anhydrase XIII	Homo sapiens
12536	CHEMBL2336	MAP kinase p38 alpha	Mus musculus
10892	CHEMBL278	Integrin alpha-4	Homo sapiens
100339	CHEMBL5445	GABA transporter 1	Mus musculus
270	CHEMBL2008	Retinoic acid receptor beta	Homo sapiens
11016	CHEMBL3969	Carbonic anhydrase VB	Homo sapiens
10602	CHEMBL3478	Phosphodiesterase 5A	Bos taurus
100147	CHEMBL4848	Eukaryotic translation initation factor	Homo sapiens
101208	CHEMBL5480	Perforin-1	Homo sapiens
102935	CHEMBL1075232	Orexin receptor 1	Rattus norvegicus
12718	CHEMBL2343	Serine/threonine-protein kinase Sgk1	Homo sapiens
12013	CHEMBL3308	Caspase-6	Homo sapiens
105388	CHEMBL2176813	Trace amine-associated receptor 7b	Rattus norvegicus
10738	CHEMBL3377	Neuraminidase	Influenza B virus (strain B/Lee/1940)
103991	CHEMBL1741195	Enteropeptidase	Homo sapiens
17140	CHEMBL2980	Arachidonate 5-lipoxygenase	Bos taurus
101610	CHEMBL5938	Serine/threonine-protein kinase PLK2	Homo sapiens
105567	CHEMBL2304404	Adenosine A1 receptor	Cavia porcellus
103630	CHEMBL1287628	NADPH oxidase 1	Homo sapiens
12504	CHEMBL2567	Protein kinase C alpha	Mus musculus
12021	CHEMBL3310	Histone deacetylase 11	Homo sapiens
10095	CHEMBL2575	Dihydrofolate reductase	Gallus gallus
10200	CHEMBL2085	Macrophage migration inhibitory factor	Homo sapiens
17039	CHEMBL3658	Tubulin alpha chain	Sus scrofa
103688	CHEMBL1293255	15-hydroxyprostaglandin dehydrogenase [NAD+]	Homo sapiens
101310	CHEMBL5747	CREB-binding protein	Homo sapiens
103693	CHEMBL1293260	Beta-lactamase	Salmonella choleraesuis (strain SC-B67)
10623	CHEMBL4317	Serotonin 4 (5-HT4) receptor	Rattus norvegicus
10027	CHEMBL2026	Beta-lactamase AmpC	Escherichia coli K-12
103857	CHEMBL1667665	Transient receptor potential M8 protein	Canis familiaris
10436	CHEMBL4779	Papain	Carica papaya
240	CHEMBL2003	Retinoic acid receptor gamma	Homo sapiens
12376	CHEMBL1918	Glutamate receptor ionotropic kainate 1	Homo sapiens
149	CHEMBL1929	Xanthine dehydrogenase	Homo sapiens
12232	CHEMBL2756	Monoamine oxidase B	Bos taurus
103699	CHEMBL1293266	Nucleotide-binding oligomerization domain-containing protein 2	Homo sapiens
11653	CHEMBL3921	Heparanase	Homo sapiens
101021	CHEMBL5570	Macrophage colony-stimulating factor 1 receptor	Mus musculus
104486	CHEMBL2007628	Tyrosine-protein phosphatase non-receptor type 5	Homo sapiens
102927	CHEMBL1075228	Melanin-concentrating hormone receptor 1	Rattus norvegicus
106660	CHEMBL2366516	Reverse transcriptase	Human immunodeficiency virus 1
10617	CHEMBL2714	Pepsin A	Sus scrofa
103707	CHEMBL1293274	Eukaryotic translation initiation factor 4H	Homo sapiens
57	CHEMBL2055	Retinoic acid receptor alpha	Homo sapiens
102440	CHEMBL6137	Thymidylate synthase	Escherichia coli
12703	CHEMBL2617	Tryptase beta-1	Homo sapiens
103662	CHEMBL1293229	Nuclear receptor subfamily 4 group A member 1	Homo sapiens
20035	CHEMBL3535	Phosphodiesterase 9A	Homo sapiens
12283	CHEMBL2563	Histone deacetylase 5	Homo sapiens
12366	CHEMBL4620	Hepatitis C virus polyprotein	Hepatitis C virus genotype 1a (isolate 1) (HCV)
11758	CHEMBL1784	Glucagon-like peptide 1 receptor	Homo sapiens
102783	CHEMBL6154	Tankyrase-2	Homo sapiens
101476	CHEMBL5619	DNA-(apurinic or apyrimidinic site) lyase	Homo sapiens
10651	CHEMBL4892	Alpha-1a adrenergic receptor	Bos taurus
104475	CHEMBL1961790	COUP transcription factor 2	Homo sapiens
103593	CHEMBL1275212	Ketohexokinase	Homo sapiens
101095	CHEMBL5160	Transient receptor potential cation channel subfamily A member 1	Rattus norvegicus
102448	CHEMBL6145	Inosine-5'-monophosphate dehydrogenase, probable	Cryptosporidium parvum
101173	CHEMBL5398	Hepatocyte nuclear factor 4-alpha	Homo sapiens
11639	CHEMBL3385	MAP kinase ERK1	Homo sapiens
103960	CHEMBL1741164	Perilipin-1	Homo sapiens
10062	CHEMBL3423	Methionine aminopeptidase	Escherichia coli K-12
17056	CHEMBL2830	Voltage-gated L-type calcium channel alpha-1C subunit	Oryctolagus cuniculus
105131	CHEMBL2146303	Methionyl-tRNA synthetase, putative	Trypanosoma brucei brucei (strain 927/4 GUTat10.1)
101563	CHEMBL5800	Falcipain 2	Plasmodium falciparum
11120	CHEMBL3338	Squalene synthetase	Homo sapiens
100988	CHEMBL5462	Baculoviral IAP repeat-containing protein 2	Homo sapiens
100484	CHEMBL4161	Urease	Canavalia ensiformis
12943	CHEMBL4767	Vesicular acetylcholine transporter	Homo sapiens
100827	CHEMBL3544	Orphan nuclear receptor LRH-1	Homo sapiens
10887	CHEMBL4869	Prion protein	Homo sapiens
10739	CHEMBL2802	Microbial collagenase	Clostridium perfringens (strain 13 / Type A)
103768	CHEMBL1615382	Nuclear receptor coactivator 3	Homo sapiens
100948	CHEMBL5331	Proto-oncogene tyrosine-protein kinase MER	Homo sapiens
103773	CHEMBL1615387	Nuclear receptor coactivator 1	Homo sapiens
30034	CHEMBL5285	Mitogen-activated protein kinase kinase kinase 5	Homo sapiens
12474	CHEMBL315	Alpha-1b adrenergic receptor	Rattus norvegicus
12883	CHEMBL2288	Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1	Homo sapiens
103696	CHEMBL1293263	M18 aspartyl aminopeptidase	Plasmodium falciparum 3D7
175	CHEMBL1997	Equilibrative nucleoside transporter 1	Homo sapiens
12690	CHEMBL4338	Purine nucleoside phosphorylase	Homo sapiens
101263	CHEMBL5011	Transient receptor potential cation channel subfamily M member 8	Rattus norvegicus
102461	CHEMBL6184	Transporter	Rattus norvegicus
101386	CHEMBL5932	LIM domain kinase 2	Homo sapiens
11930	CHEMBL3394	Tubulin beta chain	Bos taurus
12566	CHEMBL320	Muscarinic acetylcholine receptor M3	Rattus norvegicus
12443	CHEMBL2716	Histone deacetylase 7	Homo sapiens
10120	CHEMBL3961	MAP kinase p38 beta	Homo sapiens
100872	CHEMBL5498	Muscarinic acetylcholine receptor M3	Cavia porcellus
10613	CHEMBL2181	Prostanoid EP1 receptor	Mus musculus
10614	CHEMBL2488	Prostanoid EP2 receptor	Mus musculus
10008	CHEMBL4329	Kappa opioid receptor	Mus musculus
100450	CHEMBL4508	Glutaminyl-peptide cyclotransferase	Homo sapiens
10616	CHEMBL2489	Prostanoid EP4 receptor	Mus musculus
101497	CHEMBL5669	Epoxide hydrolase 2	Rattus norvegicus
100792	CHEMBL4699	Isoprenylcysteine carboxyl methyltransferase	Homo sapiens
10945	CHEMBL5103	Histone deacetylase 10	Homo sapiens
20073	CHEMBL5282	Cytochrome P450 2A6	Homo sapiens
105123	CHEMBL2146295	Probable nicotinate-nucleotide adenylyltransferase	Staphylococcus aureus (strain N315)
10685	CHEMBL4027	Neurokinin 1 receptor	Rattus norvegicus
12019	CHEMBL307	Neuronal acetylcholine receptor protein alpha-4 subunit	Rattus norvegicus
24	CHEMBL402	HMG-CoA reductase	Homo sapiens
11924	CHEMBL3403	Butyrylcholinesterase	Rattus norvegicus
10081	CHEMBL3314	Alpha-chymotrypsin	Bos taurus
10515	CHEMBL4132	Voltage-gated L-type calcium channel alpha-1D subunit	Rattus norvegicus
71	CHEMBL1782	Farnesyl diphosphate synthase	Homo sapiens
20158	CHEMBL5036	cGMP-dependent protein kinase	Eimeria tenella
10186	CHEMBL3025	Carbonic anhydrase VI	Homo sapiens
100828	CHEMBL4666	Steroidogenic factor 1	Homo sapiens
11966	CHEMBL2734	Phospholipase D2	Homo sapiens
101567	CHEMBL5804	Toll-like receptor 9	Homo sapiens
100624	CHEMBL4662	Proteasome Macropain subunit MB1	Homo sapiens
184	CHEMBL1892	Glutamate carboxypeptidase II	Homo sapiens
11134	CHEMBL3687	Arachidonate 12-lipoxygenase	Homo sapiens
107961	CHEMBL3085613	DNA gyrase subunit B	Mycobacterium smegmatis
100305	CHEMBL5203	dUTP pyrophosphatase	Homo sapiens
10163	CHEMBL3721	Cytochrome P450 2C8	Homo sapiens
11042	CHEMBL4789	Carbonic anhydrase VA	Homo sapiens
100666	CHEMBL4698	Malonyl-CoA decarboxylase	Homo sapiens
11941	CHEMBL3268	PI4-kinase beta subunit	Homo sapiens
12886	CHEMBL2731	Galanin receptor 3	Homo sapiens
10332	CHEMBL3775	Dual specificity phosphatase Cdc25A	Homo sapiens
101024	CHEMBL5573	Intestinal alkaline phosphatase	Homo sapiens
23	CHEMBL2000	Plasma kallikrein	Homo sapiens
12879	CHEMBL3728	Serum albumin	Bos taurus
12847	CHEMBL4444	Vitamin K-dependent protein C	Homo sapiens
100414	CHEMBL4899	Mitogen-activated protein kinase kinase kinase 8	Homo sapiens
10170	CHEMBL3959	Quinone reductase 2	Homo sapiens
10437	CHEMBL4780	Acetylcholinesterase	Torpedo californica
62	CHEMBL1781	DNA topoisomerase I	Homo sapiens
101412	CHEMBL6007	Transient receptor potential cation channel subfamily A member 1	Homo sapiens
17073	CHEMBL3942	Neurokinin 1 receptor	Cavia porcellus
100425	CHEMBL3833	Trace amine-associated receptor 1	Rattus norvegicus
100588	CHEMBL3486	Dihydroorotate dehydrogenase	Plasmodium falciparum
10588	CHEMBL3475	Plasminogen activator inhibitor-1	Homo sapiens
100610	CHEMBL3490	11-beta-hydroxysteroid dehydrogenase 2	Mus musculus
12088	CHEMBL3243	Leukocyte common antigen	Homo sapiens
10709	CHEMBL3254	Monoamine oxidase A	Bos taurus
321	CHEMBL1993	DNA (cytosine-5)-methyltransferase 1	Homo sapiens
145	CHEMBL1849	Enoyl-[acyl-carrier-protein] reductase	Mycobacterium tuberculosis
100579	CHEMBL3785	Hydroxycarboxylic acid receptor 2	Homo sapiens
10845	CHEMBL2536	Phospholipase D1	Homo sapiens
101407	CHEMBL6002	Cell division cycle 2-like protein kinase 6	Homo sapiens
12179	CHEMBL3663	Growth factor receptor-bound protein 2	Homo sapiens
12899	CHEMBL4802	Nitric-oxide synthase, endothelial	Bos taurus
17021	CHEMBL4111	Bradykinin B2 receptor	Cavia porcellus
12545	CHEMBL4017	Sodium channel protein type X alpha subunit	Rattus norvegicus
12163	CHEMBL2967	Dopamine D1 receptor	Bos taurus
11096	CHEMBL2781	Sodium/hydrogen exchanger 1	Homo sapiens
10494	CHEMBL4071	Cathepsin G	Homo sapiens
100100	CHEMBL4641	Voltage-gated T-type calcium channel alpha-1G subunit	Homo sapiens
10458	CHEMBL2902	Dihydrofolate reductase	Lactobacillus casei
10057	CHEMBL2470	Cannabinoid CB2 receptor	Rattus norvegicus
12909	CHEMBL2778	Ileal bile acid transporter	Homo sapiens
103677	CHEMBL1293244	Beta-lactamase	Pseudomonas aeruginosa
17033	CHEMBL3655	Tyrosine-protein kinase SRC	Gallus gallus
101005	CHEMBL5511	Dual specificity protein phosphatase 6	Rattus norvegicus
10666	CHEMBL3198	Acetylcholinesterase	Mus musculus
11036	CHEMBL2851	Metabotropic glutamate receptor 2	Rattus norvegicus
12861	CHEMBL2318	ADAMTS4	Homo sapiens
12030	CHEMBL3004	Multidrug resistance-associated protein 1	Homo sapiens
11286	CHEMBL4631	Endothelin receptor ET-B	Rattus norvegicus
11574	CHEMBL4029	Interleukin-8 receptor A	Homo sapiens
11214	CHEMBL3590	Hormone sensitive lipase	Homo sapiens
102409	CHEMBL6101	Signal transducer and activator of transcription 1-alpha/beta	Homo sapiens
12103	CHEMBL311	Glutamate [NMDA] receptor subunit epsilon 2	Rattus norvegicus
20112	CHEMBL5067	Dopamine D1 receptor	Sus scrofa
10149	CHEMBL3855	UDP-3-O-acyl-GlcNAc deacetylase	Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)
11596	CHEMBL3060	Glycine transporter 2	Homo sapiens
105124	CHEMBL2146296	Small ubiquitin-related modifier 1	Homo sapiens
17107	CHEMBL4106	Cathepsin D	Bos taurus
21	CHEMBL2051	Neuraminidase	Influenza A virus (A/Puerto Rico/8/1934(H1N1))
11426	CHEMBL3998	Dopamine D2 receptor	Bos taurus
10733	CHEMBL2179	Beta-glucocerebrosidase	Homo sapiens
101224	CHEMBL5522	Transient receptor potential cation channel subfamily V member 3	Homo sapiens
100432	CHEMBL4423	C-C chemokine receptor type 6	Homo sapiens
12725	CHEMBL3018	Matriptase	Homo sapiens
10445	CHEMBL5131	Trypanothione reductase	Trypanosoma cruzi
10441	CHEMBL3768	Neprilysin	Oryctolagus cuniculus
10809	CHEMBL3230	Sphingosine 1-phosphate receptor Edg-6	Homo sapiens
10582	CHEMBL3816	Cytosolic phospholipase A2	Homo sapiens
12789	CHEMBL4130	Endothelin receptor ET-A	Sus scrofa
20033	CHEMBL5017	Serotonin 4 (5-HT4) receptor	Cavia porcellus
12754	CHEMBL3151	Intestinal alkaline phosphatase	Mus musculus
12507	CHEMBL4336	Prostanoid EP3 receptor	Mus musculus
10141	CHEMBL4835	L-lactate dehydrogenase A chain	Homo sapiens
109947	CHEMBL3638342	Prokineticin receptor 2	Cricetulus griseus
101359	CHEMBL5855	Serine/threonine-protein kinase Nek1	Homo sapiens
11617	CHEMBL3616	Protein kinase C eta	Homo sapiens
10540	CHEMBL2496	P2X purinoceptor 7	Rattus norvegicus
100863	CHEMBL5414	Beta-2 adrenergic receptor	Cavia porcellus
101165	CHEMBL5353	Acyl-CoA desaturase 1	Mus musculus
243	CHEMBL1907	Aminopeptidase N	Homo sapiens
10527	CHEMBL3614	Kappa opioid receptor	Rattus norvegicus
12806	CHEMBL3374	Angiotensin II type 1a (AT-1a) receptor	Bos taurus
10138	CHEMBL3514	LDL-associated phospholipase A2	Homo sapiens
12159	CHEMBL2966	Adenosine deaminase	Bos taurus
11562	CHEMBL2955	Sphingosine 1-phosphate receptor Edg-5	Homo sapiens
10264	CHEMBL4142	Fibroblast growth factor receptor 2	Homo sapiens
101199	CHEMBL5471	Beta-1 adrenergic receptor	Cavia porcellus
12109	CHEMBL2730	Protein-glutamine gamma-glutamyltransferase	Homo sapiens
193	CHEMBL2016	Coagulation factor IX	Homo sapiens
10624	CHEMBL3426	Serotonin 5a (5-HT5a) receptor	Homo sapiens
104017	CHEMBL1741221	Cysteine protease ATG4B	Homo sapiens
10511	CHEMBL4478	Voltage-gated N-type calcium channel alpha-1B subunit	Homo sapiens
103655	CHEMBL1293222	Nucleotide-binding oligomerization domain-containing protein 1	Homo sapiens
103996	CHEMBL1741200	Putative hexokinase HKDC1	Homo sapiens
101351	CHEMBL5847	Aldo-keto reductase family 1 member C2	Homo sapiens
102767	CHEMBL6120	Solute carrier family 22 member 12	Homo sapiens
30013	CHEMBL4224	Dual specificty protein kinase CLK1	Homo sapiens
12568	CHEMBL2625	Angiotensin-converting enzyme	Rattus norvegicus
10542	CHEMBL3911	Leukotriene B4 receptor 1	Homo sapiens
10544	CHEMBL4315	Purinergic receptor P2Y1	Homo sapiens
102439	CHEMBL6136	Lysine-specific histone demethylase 1	Homo sapiens
103700	CHEMBL1293267	G-protein coupled receptor 35	Homo sapiens
17058	CHEMBL3081	Aldose reductase	Bos taurus
11080	CHEMBL2207	MAP kinase ERK2	Mus musculus
275	CHEMBL2061	Retinoid X receptor alpha	Homo sapiens
220	CHEMBL1850	Dopamine D5 receptor	Homo sapiens
11071	CHEMBL4076	Sodium/calcium exchanger 1	Homo sapiens
101197	CHEMBL5441	Dihydrofolate reductase	Escherichia coli
103167	CHEMBL1075319	Transient receptor potential cation channel subfamily M member 8	Homo sapiens
